"Introduction","Id_Chargeur","Date PEC","Site","Id_Site","Nombre de place de stationnement","Nombre de place PMR","Localisation","Photo Site","Chargeur","Marque - Modèle","Numéro de série","Nombre de prise","Année de fabrication","Date de mise en service","Photo Chargeur","Etat Chargeur","Chargeur - Anomalie","Chargeur - Défaut(s) constaté(s)","Chargeur - Solution(s) proposée(s)","Chargeur - Photo anomalie","Prise 1","Prise 1 - Identifiant","Prise 1 - Type de prise","Prise 1 - Puissance","Prise 1 - Câble attaché ?","Prise 1 - Etat prise","Prise 1 - Etat câble","Prise 1 - Test de charge","Prise 1 - Raison ?","Prise 1 - Anomalie","Prise 1 - Défaut(s) constaté(s)","Prise 1 - Solution(s) proposée(s)","Prise 1 - Photo anomalie","Prise 2","Prise 2 - Identifiant","Prise 2 - Type de prise","Prise 2 - Puissance","Prise 2 - Câble attaché ?","Prise 2 - Etat prise","Prise 2 - Etat câble","Prise 2 - Test de charge","Prise 2 - Raison ?","Prise 2 - Anomalie","Prise 2 - Défaut(s) constaté(s)","Prise 2 - Solution(s) proposée(s)","Prise 2 - Photo anomalie","Prise 3","Prise 3 - Identifiant","Prise 3 - Type de prise","Prise 3 - Puissance","Prise 3 - Câble attaché ?","Prise 3 - Etat prise","Prise 3 - Etat câble","Prise 3 - Test de charge","Prise 3 - Raison ?","Prise 3 - Anomalie","Prise 3 - Défaut(s) constaté(s)","Prise 3 - Solution(s) proposée(s)","Prise 3 - Photo anomalie","Alimentation","Point de livraison","Numéro PRM","Marque Modèle Disjoncteur","Réglage intensité","Réglage différentiel","Etat PDL / Disjoncteur","Photo PDL","Photo Disjoncteur","Alimentation - Anomalie","Alimentation - Défaut(s) constaté(s)","Alimentation - Solution(s) proposée(s)","Alimentation - Photo anomalie","Communication","ICCID","Charge Point ID","Moyens de paiement","Terminal de paiement ?","En service ?","Marque TPE","Numéro de série TPE","Etat TPE","Photo TPE","Photo plaque signalétique TPE","Moyent de paiement - Anomalie","Moyent de paiement - Défaut(s) constaté(s)","Moyent de paiement - Solution(s) proposée(s)","Moyent de paiement - Photo anomalie","Protection anticolision","Type de protection","Protection - Quantité","Etat protections","Présence de stop-roues ?","Protection - Anomalie","Protection - Défaut(s) constaté(s)","Protection - Solution(s) proposée(s)","Protection - Photo anomalie","Panneaux de signalisation","Signalisation - Quantité","Fixation","Type de panneaux","Logo VE au sol ?","Etat signalisation","Signalisation - Anomalie","Signalisation - Défaut(s) constaté(s)","Signalisation - Solution(s) proposée(s)","Signalisation - Photo anomalie","Contrôles","Contrôle 1","Contrôle 2","Contrôle 3","Contrôle 4","Contrôle 5","Contrôle 6","Contrôle 7","Contrôle 8","Contrôle 9","Contrôle 10","Contrôle 11","Contrôle 12","Contrôle 13","Contrôle 14","Contrôle 15","Contrôle 16","Contrôle 17","Contrôle 18","Contrôle - commentaires","Conclusion","Pose des stickers","Chargeur basculé chez LOAD STATION","Que reste-t-il à faire ?","Nom technicien","Signature"
"Traité","GFVW","2/2/2026","","Souleuvre en Bocage, Place des Marronniers","2","2","48.950716, -0.932832","PEC_Images/GFVW.Photo Site.151248.jpg","","SGA MOBILITY - SGA TAO","TAO2100","2","2025","28/8/2025","PEC_Images/GFVW.Photo Chargeur.151249.jpg","Bon","","","","","","GFVW1","CCS","30","1","Bon","Bon","Fonctionnel","","","","","","","GFVW2","T2","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50074601631416","BACO 4 010 13","60","500","Bon","PEC_Images/GFVW.Photo PDL.151248.jpg","PEC_Images/GFVW.Photo Disjoncteur.151253.jpg","","","","","","89332401000037832876","TAO2100","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Verdier David","PEC_Images/GFVW.Signature.151253.png"
"Traité","JFNZ","2/2/2026","","Évrecy, Place de la Mairie","2","0","49.098811, -0.502548","PEC_Images/JFNZ.Photo Site.152637.jpg","","E-TOTEM - E TOTEM 22 KVA","ET160","2","2016","3/5/2016","PEC_Images/JFNZ.Photo Chargeur.152636.jpg","Comme neuf","","","","","","JFNZ1","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","JFNZ2","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02483936216515","Baco 401013","60","500","Bon","PEC_Images/JFNZ.Photo PDL.152636.jpg","PEC_Images/JFNZ.Photo Disjoncteur.152641.jpg","1","Bouton bleu ne fonctionne pas","Remplacement","PEC_Images/JFNZ.Alimentation - Photo anomalie.152642.jpg","","89332401000037829732","ET160","","","","","","","","","","","","","","Poteau de protection","2","Moyen","","1","Poteau pencher","Remplacement","PEC_Images/JFNZ.Protection - Photo anomalie.152643.jpg","","1","Dans les emrobés","Rond interdiction de stationner , Carré Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Wilfried Weingartner","PEC_Images/JFNZ.Signature.152645.png"
"Traité","MXLW","2/2/2026","","Souleuvre en Bocage, 2 Route de la Gare","2","0","48.893765, -0.883372","PEC_Images/MXLW.Photo Site.160356.jpg","","E-TOTEM - E TOTEM 22 KVA","ET250","2","2017","19/6/2017","PEC_Images/MXLW.Photo Chargeur.160356.jpg","Bon","","","","","","MXLW1","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","MXLW2","T2 + EF","22","","Comme neuf","","Non fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02494355896185","Baco401013","60","500","Comme neuf","PEC_Images/MXLW.Photo PDL.160356.jpg","PEC_Images/MXLW.Photo Disjoncteur.160400.jpg","","","","","","89332401000037832926","ET250","","1","","Ingenico","Iuc180B","Comme neuf","PEC_Images/MXLW.Photo TPE.160401.jpg","PEC_Images/MXLW.Photo plaque signalétique TPE.160401.jpg","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans les emrobés","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Desprez Maxime","PEC_Images/MXLW.Signature.160403.png"
"Traité","NBLR","3/2/2026","","Souleuvre en Bocage, Rue du Chanoine Cochard","2","0","48.937005, -0.840772","PEC_Images/NBLR.Photo Site.082530.jpg","","E-TOTEM - E TOTEM 22 KVA","ET228","2","2017","26/5/2017","PEC_Images/NBLR.Photo Chargeur.082530.jpg","Comme neuf","","","","","","NBLR1","T2 + EF","22","","Comme neuf","","Non fonctionnel","","","","","","","NBLR2","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02486830570509","Baco401013","60","500","Comme neuf","PEC_Images/NBLR.Photo PDL.082530.jpg","PEC_Images/NBLR.Photo Disjoncteur.082535.jpg","","","","","","89332401000037832934","ET228","","1","","Ingenico","Iuc180b","Moyen","PEC_Images/NBLR.Photo TPE.082535.jpg","PEC_Images/NBLR.Photo plaque signalétique TPE.082537.jpg","1","Moisissures","Remplacement","PEC_Images/NBLR.Moyent de paiement - Photo anomalie.082538.jpg","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans les emrobés","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Patiellement","","","Fait","Fait","","Desprez Maxime","PEC_Images/NBLR.Signature.082538.png"
"Traité","EXVE","3/2/2026","","Campagnolles, 130 D296, Le Bourg","2","0","48.889020, -0.924443","PEC_Images/EXVE.Photo Site.090630.jpg","","E-TOTEM - E TOTEM 22 KVA","ET106","2","2015","17/9/2015","PEC_Images/EXVE.Photo Chargeur.090630.jpg","Bon","","","","","","EXVE1","T2 + EF","22","","Bon","","Non testé","Badge détecté mais lumière bleu vert bleu rouge impossible de charger","","","","","","EXVE2","T2 + EF","22","","Bon","","Non testé","Badge détecté mais lumière bleu vert bleu rouge impossible de charger","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02411432598799","19 09 C9 028764 11","60","500","Bon","PEC_Images/EXVE.Photo PDL.090630.jpg","PEC_Images/EXVE.Photo Disjoncteur.090634.jpg","","","","","","89332401000037832801","ET106","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","2","Dans la terre","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","SO","SO","NOK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","NOK","NOK","OK","Non","Impossible de tester faire test de charge/ oxydation câble de terre","","Fait","Fait","","VERDIER David","PEC_Images/EXVE.Signature.090634.png"
"Traité","VPYT","3/2/2026","","Souleuvre en Bocage, Rue Georges Brassens","2","0","48.932843, -0.839890","PEC_Images/VPYT.Photo Site.094949.jpg","","SGA MOBILITY - SGA ZELIE","ZID3029","2","2025","23/1/2025","PEC_Images/VPYT.Photo Chargeur.094949.jpg","Comme neuf","1","La SIM est bien détecté par le teltonika mais n'accroche pas au réseau (mais aucun problème avec un autre teltonika)","Voir pour une investigation plus poussée et peut-être remplacer le teltonika","PEC_Images/VPYT.Chargeur - Photo anomalie.210833.png","","VPYT1","T2 + EF","7.4","","Comme neuf","","Non testé","Pas de communication avec sim","","","","","","VPYT2","T2 + EF","7.4","","Comme neuf","","Non testé","Pas de communication avec la sim","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50073736038066","Baco401011","60","500","Comme neuf","PEC_Images/VPYT.Photo PDL.094949.jpg","PEC_Images/VPYT.Photo Disjoncteur.094953.jpg","","","","","","89332401000038565269","ZID3029","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","NOK","NOK","OK","Patiellement","","","Fait","Fait","Communication avec sim impossible, faire Programmation. MB: La carte sim n'accroche sur aucun opérateur. QD: supervision Ok avec un autre teltonika, voir pour pousser plus les recherches mais il faudra peut-être remplacer le teltonika","Desprez Maxime","PEC_Images/VPYT.Signature.094953.png"
"Traité","GLVF","3/2/2026","","Vire Normandie, Rue Pierre Poliniere","2","0","48.872789, -0.914162","PEC_Images/GLVF.Photo Site.095129.jpg","","E-TOTEM - E TOTEM 22 KVA","ET275","2","2017","19/6/2017","PEC_Images/GLVF.Photo Chargeur.095129.jpg","Comme neuf","","","","","","GLVF1","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","GLVF2","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02455282090221","Baco 401013","60","500","Comme neuf","PEC_Images/GLVF.Photo PDL.095129.jpg","PEC_Images/GLVF.Photo Disjoncteur.095133.jpg","1","Bouton bleu ne fonctionne pas","Remplacement","PEC_Images/GLVF.Alimentation - Photo anomalie.095133.jpg","","89332401000037832892","ET275","","1","","Ingenico iUC180B","IUC180B-11T2305","Comme neuf","PEC_Images/GLVF.Photo TPE.095133.jpg","PEC_Images/GLVF.Photo plaque signalétique TPE.095136.jpg","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans les emrobés","Rond interdiction de stationner , Carré Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Wilfried Weingartner","PEC_Images/GLVF.Signature.095136.png"
"Traité","RWSJ","3/2/2026","","Campagnolles, Rue des Drudes","2","0","48.890945, -0.924305","PEC_Images/RWSJ.Photo Site.101546.jpg","","DBT - SQC-Keren","DBT.L2.966132","2","2024","24/5/2024","PEC_Images/RWSJ.Photo Chargeur.101546.jpg","Bon","","","","","","RWSJ1","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","RWSJ2","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50070988823914","BACO 4 010 11","60","500","Bon","PEC_Images/RWSJ.Photo PDL.101546.jpg","PEC_Images/RWSJ.Photo Disjoncteur.101551.jpg","","","","","","89332401000038565228","DBT.L2.966132","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Dans la terre","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","Borne ne remonte pas sur load motion mais test OK. Impossible d'accéder à winscp. Prévoir flash carte iotecha, ou remplacement carte électronique.","VERDIER David","PEC_Images/RWSJ.Signature.101551.png"
"Traité","RFAG","3/2/2026","","Vire Normandie, Place du Château","2","0","48.836754, -0.891670","PEC_Images/RFAG.Photo Site.111416.jpg","","SGA MOBILITY - SGA TAO","TAO2030","2","2025","17/4/2025","PEC_Images/RFAG.Photo Chargeur.111416.jpg","Comme neuf","","","","","","RFAG1","CCS","30","1","Comme neuf","Comme neuf","Fonctionnel","","","","","","","RFAG2","T2","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50000074487981","Bacon401011","60","500","Comme neuf","PEC_Images/RFAG.Photo PDL.111416.jpg","PEC_Images/RFAG.Photo Disjoncteur.111420.jpg","","","","","","89332401000038565236","TAO2030","","","","","","","","","","","","","","Arceau de protection","2","Comme neuf","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","Borne non remonter. QD: supervision OK après reboot électrique (SIM connectée après reboot, le redémarrage du teltonika a du être zappé) et paramétrage du DNS","Wilfried Weingartner","PEC_Images/RFAG.Signature.111420.png"
"Traité","FLAH","3/2/2026","","Noues de Sienne, La Cour, 14380 Noues de Sienne","2","0","48.809831, -0.951883","PEC_Images/FLAH.Photo Site.111723.jpg","","SGA MOBILITY - SGA TAO","TAO2053","2","2025","26/6/2025","PEC_Images/FLAH.Photo Chargeur.111723.jpg","Bon","","","","","","FLAH1","CCS","30","1","Bon","Comme neuf","Fonctionnel","","","","","","","FLAH2","T2","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50055354732705","BACO 4 010 11","60","500","Bon","PEC_Images/FLAH.Photo PDL.111723.jpg","PEC_Images/FLAH.Photo Disjoncteur.111726.jpg","","","","","","89332401000037832835","TAO2053","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","VERDIER David","PEC_Images/FLAH.Signature.111726.png"
"Traité","VXZW","3/2/2026","","Noues de Sienne, 2 Le Bourg","2","0","48.825489, -0.977293","PEC_Images/VXZW.Photo Site.114900.jpg","","E-TOTEM - E TOTEM 22 KVA","ET205","2","2017","24/1/2017","PEC_Images/VXZW.Photo Chargeur.114900.jpg","Comme neuf","","","","","","VXZW1","T2 + EF","22","","Comme neuf","","Non fonctionnel","","","","","","","VXZW2","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","024778598067405","Baco401013","60","500","Comme neuf","PEC_Images/VXZW.Photo PDL.114900.jpg","PEC_Images/VXZW.Photo Disjoncteur.114904.jpg","","","","","","89332401000038565004","ET205","","1","","Ingenico","Iuc180B","Moyen","PEC_Images/VXZW.Photo TPE.114905.jpg","PEC_Images/VXZW.Photo plaque signalétique TPE.114905.jpg","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans les emrobés","Rond interdiction de stationner , Carré Réservé au VE","1","Comme neuf","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Patiellement","","","Fait","Fait","Borne ne remonte pas","Desprez Maxime","PEC_Images/VXZW.Signature.114908.png"
"Traité","WXFQ","3/2/2026","","Noues de Sienne, Route du Vieux Château","2","0","48.833466, -1.038533","PEC_Images/WXFQ.Photo Site.124431.jpg","","E-TOTEM - E TOTEM 22 KVA","ET316","2","2017","19/6/2017","PEC_Images/WXFQ.Photo Chargeur.124431.jpg","Comme neuf","","","","","","WXFQ1","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","WXFQ2","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02485238674780","Baco401013","60","500","Comme neuf","PEC_Images/WXFQ.Photo PDL.124431.jpg","PEC_Images/WXFQ.Photo Disjoncteur.124435.jpg","","","","","","89332401000038565012","ET316","","1","","Ingenico","Iuc180B","Bon","PEC_Images/WXFQ.Photo TPE.124435.jpg","PEC_Images/WXFQ.Photo plaque signalétique TPE.124435.jpg","","","","","","Poteau de protection","2","Mauvais","","1","Poteau turdu","Remplacement","PEC_Images/WXFQ.Protection - Photo anomalie.124439.jpg","","1","Dans les emrobés","Rond interdiction de stationner , Rectangle Réservé au VE","","","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","Borne ne remonte pas","","Fait","Fait","Borne ne remonte pas","Desprez Maxime","PEC_Images/WXFQ.Signature.124439.png"
"Traité","FBJG","3/2/2026","","Noues de Sienne, D150, Le Bourg","2","0","48.793028, -1.007838","PEC_Images/FBJG.Photo Site.131921.jpg","","E-TOTEM - E TOTEM 22 KVA","ET222","2","2017","3/3/2017","PEC_Images/FBJG.Photo Chargeur.131921.jpg","Bon","","","","","","FBJG1","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","FBJG2","T2 + EF","22","","Bon","","Non testé","Badge non détecté sur prise 2","1","Badge non détecté","Voir détecteur de badge","PEC_Images/FBJG.Prise 2 - Photo anomalie.131921.jpg","","","","","","","","","","","","","","","Intégré au chargeur","02409695983489","BACO 4 010 11","60","500","Obselète","PEC_Images/FBJG.Photo PDL.131925.jpg","PEC_Images/FBJG.Photo Disjoncteur.131925.jpg","1","Bouton test ne fonctionne pas","Vérifier disjoncteur","PEC_Images/FBJG.Alimentation - Photo anomalie.131925.jpg","","89332401000037832819","ET222","","1","","Ingenico iUC180B","54E140631A2A","Moyen","PEC_Images/FBJG.Photo TPE.131929.jpg","PEC_Images/FBJG.Photo plaque signalétique TPE.131929.jpg","","","","","","Poteau de protection","2","Bon","","","","","","","1","Dans les emrobés","Rond interdiction de stationner , Rectangle Réservé au VE","1","","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Patiellement","Badge non détecté sur prise 2 test non fait","","Fait","Fait","","VERDIER David","PEC_Images/FBJG.Signature.131929.png"
"Traité","FNTJ","3/2/2026","","Vire-Normandie, 26 Rue Micheline Ostermeyer","2","0","48.840553, -0.890850","PEC_Images/FNTJ.Photo Site.133751.jpg","","DBT - TINY","DBT.QCNG.51240098396916","2","2024","24/5/2024","PEC_Images/FNTJ.Photo Chargeur.133751.jpg","Comme neuf","","","","","","FNTJ1","CCS","25","1","Comme neuf","Comme neuf","Fonctionnel","","","","","","","FNTJ2","T2","25","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50020482102876","Baco 401011","60","500","Comme neuf","PEC_Images/FNTJ.Photo PDL.133751.jpg","PEC_Images/FNTJ.Photo Disjoncteur.133756.jpg","","","","","","89332401000037832843","DBT.QCNG.51240098396916","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans les emrobés","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","","Wilfried Weingartner","PEC_Images/FNTJ.Signature.133756.png"
"Traité","WYAW","3/2/2026","","Noues de Sienne, Place de la Mairie","2","0","48.841182, -1.048482","PEC_Images/WYAW.Photo Site.142225.jpg","","E-TOTEM - E TOTEM 22 KVA","ET119","2","2015","2/12/2015","PEC_Images/WYAW.Photo Chargeur.142225.jpg","Comme neuf","","","","","","WYAW1","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","WYAW2","T2 + EF","22","","Comme neuf","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","02481331296241","Baco401013","60","500","Comme neuf","PEC_Images/WYAW.Photo PDL.142225.jpg","PEC_Images/WYAW.Photo Disjoncteur.142230.jpg","","","","","","89332401000038565020","ET119","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Dans la terre","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","Présence de Cloudgate,  pas de communication avec la borne","","Fait","Fait","Programmation non réalisée, pas de communication","Desprez Maxime","PEC_Images/WYAW.Signature.142230.png"
"Traité","DXQW","3/2/2026","","Vire Normandie, Le Bourg","1","0","48.799464, -0.849527","PEC_Images/DXQW.Photo Site.143756.jpg","","SGA MOBILITY - SGA ZELIE","ZID3014","1","2024","7/6/2024","PEC_Images/DXQW.Photo Chargeur.143756.jpg","Comme neuf","","","","","","DXQW1","T2 + EF","7.4","","Comme neuf","","Fonctionnel","Bagde non détecter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50006733932350","Baco 401013","60","500","Comme neuf","PEC_Images/DXQW.Photo PDL.143756.jpg","PEC_Images/DXQW.Photo Disjoncteur.143801.jpg","","","","","","89332401000037832793","ZID3014","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","Impossible de se connecter sur la deuxième page web pour faire les modifications. QD: il avait retirer le câble RJ45 entre le teltonika et la carte mère de la borne au lieu de l'autre RJ45 (lien entre les 2 teltonika)","Wilfried Weingartner","PEC_Images/DXQW.Signature.143801.png"
"Traité","RETF","3/2/2026","","Noues de Sienne, Rue de la Gare","2","0","48.841855, -1.048354","PEC_Images/RETF.Photo Site.145855.jpg","","DBT - SQC-Keren","DBT.L2.961ACC","2","2024","1/8/2024","PEC_Images/RETF.Photo Chargeur.145855.jpg","Bon","1","Feuille non plastifiée","Remplacer par feuille plastifiée","PEC_Images/RETF.Chargeur - Photo anomalie.145855.jpg","","RETF1","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","RETF2","T2 + EF","22","","Bon","","Fonctionnel","","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50009481916489","BACO 4 010 11","60","500","Bon","PEC_Images/RETF.Photo PDL.145900.jpg","PEC_Images/RETF.Photo Disjoncteur.145900.jpg","","","","","","89332401000038565210","DBT.L2.961ACC","","","","","","","","","","","","","","Poteau de protection","2","Bon","","","","","","","1","Dans la terre","Rond interdiction de stationner , Rectangle Réservé au VE","1","Bon","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","","","Fait","Fait","Borne ne remonte pas sur load motion","VERDIER David","PEC_Images/RETF.Signature.145900.png"
"Traité","UZYW","3/2/2026","","Noues de Sienne, Rue de Sept-Frères","2","0","48.842261, -1.044686","PEC_Images/UZYW.Photo Site.153048.jpg","","SGA MOBILITY - SGA ZELIE","ZID3077","2","2025","17/4/2025","PEC_Images/UZYW.Photo Chargeur.153048.jpg","Comme neuf","","","","","","UZYW1","T2 + EF","22","","Comme neuf","","Fonctionnel","Badge non reconu","","","","","","UZYW2","T2 + EF","22","","Comme neuf","","Fonctionnel","Badge non reconnu","","","","","","","","","","","","","","","","","","","Intégré au chargeur","50084300822731","Baco401013","60","500","Comme neuf","PEC_Images/UZYW.Photo PDL.153047.jpg","PEC_Images/UZYW.Photo Disjoncteur.153052.jpg","","","","","","89332401000038565251","ZID3077","","","","","","","","","","","","","","Poteau de protection","2","Comme neuf","","","","","","","1","Sur chargeur","Rond interdiction de stationner , Rectangle Réservé au VE","1","Comme neuf","","","","","Traité","OK","SO","SO","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","Oui","Intervention de SGA prévue le 19/02 pour mise à jour et configuration OCPP. QD: intervention de SGA réalisée, supervision OK","","Fait","Fait","programmation et teste non réalisé. Migration faite sur teltonika mais interface Web injoinnable. QD: intervention de SGA réalisée, supervision + test de charge OK","Desprez Maxime","PEC_Images/UZYW.Signature.153052.png"
